	shoulder_x	shoulder_y	elbow_x	elbow_y	wrist_x	wrist_y	racket_x	racket_y	shoulder_dircetion_x	shoulder_dircetion_y	elbow_direction_x	elbow_direction_y	wrist_direction_x	wrist_direction_y	shoulder_angle	elbow_angle	wrist_angle
303	474.9063762744749	298.91796422179203	490.510272688557	377.95308400921044	512.5957057625026	444.283209178715	559.422351432558	511.78399842783153	0.19369109221056957	0.9810625672189703	0.31591094556459653	0.9487888460940519	0.5699941490589089	0.8216487510114103	-0.19492310039425773	0.12649351450263974	0.41157563382517354
304	474.8944351285828	298.91093578703993	490.45634634488596	377.93386317339156	512.5248469227072	444.3446700956389	559.419031634655	511.78062890044225	0.19321810066136208	0.9811558314441268	0.31534751828065666	0.9489762603533509	0.5709185524409705	0.821006703065637	-0.1944410016224098	0.1263818335011425	0.41318323129144985
305	474.88150912524696	298.8980506419345	490.4131030911865	377.924388801046	512.4656873063748	444.40115880248345	559.4249245295779	511.7783692264392	0.1928476783827374	0.9812287057268496	0.31486098426996423	0.9491377985227166	0.5717874436812393	0.8204018035380429	-0.19406347900417797	0.1262467062101002	0.41461946800262445
306	474.86862936812287	298.88193395081925	490.3809202390994	377.924319674347	512.4168601167629	444.45139272884046	559.4357987530285	511.7818319537788	0.1925792440263343	0.9812814248574389	0.3144324925157592	0.9492798363234768	0.5725436613182521	0.8198742317479497	-0.1937899167427194	0.1260688485742059	0.41581509163322705
307	474.8569651824661	298.8651198378348	490.3596501725726	377.93307989358294	512.3760382749215	444.49470929255466	559.4458103101725	511.7961605019333	0.19240446217605123	0.9813157101232736	0.314034034528629	0.949411725837464	0.573125256973254	0.8194677783899387	-0.19361180392811694	0.12582724289505842	0.4167027520919504
308	474.8476180660339	298.8497822172584	490.34872542255493	377.94987095217647	512.3402271758019	444.53110153446045	559.4481457011922	511.826414709607	0.1923103546650468	0.9813341568948898	0.3136307469833014	0.9495450250234037	0.5734721428536449	0.8192250614885074	-0.193515905507809	0.12549839489701717	0.41722201951316956
309	474.84145208365317	298.83752198249493	490.34722437415985	377.9736343267671	512.3060740423424	444.5612061924516	559.4358011959811	511.87696245993135	0.19228175876798775	0.9813397603506594	0.313183891773846	0.9496925028309889	0.5735333793107983	0.8191821914667922	-0.19348676577470741	0.1250569718967507	0.41732591044993456
310	474.83898075588206	298.8292360584521	490.35389805413166	378.0029992413619	512.2701689957279	444.58625018471616	559.4023779680615	511.950966508432	0.19230285970430613	0.9813356256396412	0.31265433361287004	0.9498669736721516	0.5732738218961869	0.8193638539309254	-0.19350826799200552	0.12447791077823918	0.4169875939286761
311	474.8403203621926	298.8250837815394	490.36719217539684	378.0362599451406	512.2293269062521	444.6079497039486	559.3427669685191	512.0500353985301	0.19235801511043246	0.9813248157581539	0.31200617900102645	0.9500800725545081	0.5726787583704591	0.8197798727166149	-0.19356447272813657	0.12373941904049036	0.41620532290572415
312	474.8452074767732	298.82455508859414	490.3853013495559	378.0714117852329	512.180837676286	444.6283601752302	559.2536367727897	512.1740673209928	0.19243228209416646	0.9813102551222173	0.3112101023819075	0.9503411346329499	0.571755775782525	0.8204238738964895	-0.19364015361736597	0.12282594853962663	0.4150041934343705
